Feature_ID	ntips_ML_glottolog	zeroes_ML_glottolog	ones_ML_glottolog	min_percent_ML_glottolog	min_ML_glottolog	Proto-language	Prediction	Feature	Source (Latex)	Source	Comment	Language_ID	conflict	glottolog_ML_prediction	glottolog_ML_prediction_0	glottolog_ML_prediction_1	ML result (Glottolog-tree)	Abbreviation	Question
GB127	164	146	18	0.10975609756097561	18	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Absent	0.9189070322433804	0.08109296775661948	NA	GB127 PostureVerbs	Are different posture verbs used obligatorily depending on an inanimate locatum's shape or position (e.g. 'to lie' vs. 'to stand')?
GB127	164	146	18	0.10975609756097561	18	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	0.931597489349777	0.06840251065022294	NA	GB127 PostureVerbs	Are different posture verbs used obligatorily depending on an inanimate locatum's shape or position (e.g. 'to lie' vs. 'to stand')?
GB127	164	146	18	0.10975609756097561	18	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9909994247456739	0.009000575254326088	NA	GB127 PostureVerbs	Are different posture verbs used obligatorily depending on an inanimate locatum's shape or position (e.g. 'to lie' vs. 'to stand')?
GB127	164	146	18	0.10975609756097561	18	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9978601479750877	0.0021398520249123498	NA	GB127 PostureVerbs	Are different posture verbs used obligatorily depending on an inanimate locatum's shape or position (e.g. 'to lie' vs. 'to stand')?
GB129	238	235	3	0.012605042016806723	3	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Absent	0.9868156900812427	0.013184309918757377	NA	GB129 FewVerbs	Is there a notably small number, i.e. about 100 or less, of verb roots in the language?
GB129	238	235	3	0.012605042016806723	3	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	0.9868156900812424	0.013184309918757554	NA	GB129 FewVerbs	Is there a notably small number, i.e. about 100 or less, of verb roots in the language?
GB129	238	235	3	0.012605042016806723	3	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9868156792323913	0.013184320767608644	NA	GB129 FewVerbs	Is there a notably small number, i.e. about 100 or less, of verb roots in the language?
GB129	238	235	3	0.012605042016806723	3	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9868156846568237	0.013184315343176427	NA	GB129 FewVerbs	Is there a notably small number, i.e. about 100 or less, of verb roots in the language?
GB130a	259	54	205	0.2084942084942085	54	Proto-Central Pacific	0	NA	NA	NA	NA	NA	NA	Absent	0.7473779089345775	0.25262209106542244	True Negative	GB130a IntransOrder_SV	Is the pragmatically unmarked order of S and V in intransitive clauses S-V?
GB130a	259	54	205	0.2084942084942085	54	Proto-Polynesian	0	NA	NA	NA	NA	NA	NA	Absent	0.9973773977975673	0.0026226022024326925	True Negative	GB130a IntransOrder_SV	Is the pragmatically unmarked order of S and V in intransitive clauses S-V?
GB130a	259	54	205	0.2084942084942085	54	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Present	0.06081872629782072	0.9391812737021793	NA	GB130a IntransOrder_SV	Is the pragmatically unmarked order of S and V in intransitive clauses S-V?
GB130a	259	54	205	0.2084942084942085	54	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9999999972974492	2.7025507948053903e-9	NA	GB130a IntransOrder_SV	Is the pragmatically unmarked order of S and V in intransitive clauses S-V?
GB130b	259	197	62	0.23938223938223938	62	Proto-Central Pacific	1	NA	NA	NA	NA	NA	NA	Present	0.03432008846161378	0.9656799115383862	True Positive	GB130b IntransOrder_VS	Is the pragmatically unmarked order of S and V in intransitive clauses V-S?
GB130b	259	197	62	0.23938223938223938	62	Proto-Polynesian	1	NA	NA	NA	NA	NA	NA	Present	0.0010768611434931667	0.9989231388565069	True Positive	GB130b IntransOrder_VS	Is the pragmatically unmarked order of S and V in intransitive clauses V-S?
GB130b	259	197	62	0.23938223938223938	62	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Present	0.15076260989189225	0.8492373901081078	NA	GB130b IntransOrder_VS	Is the pragmatically unmarked order of S and V in intransitive clauses V-S?
GB130b	259	197	62	0.23938223938223938	62	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Present	5.091312051992926e-10	0.9999999994908688	NA	GB130b IntransOrder_VS	Is the pragmatically unmarked order of S and V in intransitive clauses V-S?
GB131	262	205	57	0.21755725190839695	57	Proto-Central Pacific	1	NA	NA	NA	NA	NA	NA	Absent	0.749570287820213	0.2504297121797871	False Negative	GB131 TransVInitOrder	Is a pragmatically unmarked constituent order verb-initial for transitive clauses?
GB131	262	205	57	0.21755725190839695	57	Proto-Oceanic	1	NA	NA	NA	NA	NA	NA	Absent	0.9961076886885188	0.0038923113114811567	False Negative	GB131 TransVInitOrder	Is a pragmatically unmarked constituent order verb-initial for transitive clauses?
GB131	262	205	57	0.21755725190839695	57	Proto-Polynesian	1	NA	NA	NA	NA	NA	NA	Present	0.03889788778933932	0.9611021122106607	True Positive	GB131 TransVInitOrder	Is a pragmatically unmarked constituent order verb-initial for transitive clauses?
GB131	262	205	57	0.21755725190839695	57	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Present	0.0020291454532325843	0.9979708545467674	NA	GB131 TransVInitOrder	Is a pragmatically unmarked constituent order verb-initial for transitive clauses?
GB132	261	83	178	0.31800766283524906	83	Proto-Central Pacific	0	NA	NA	NA	NA	NA	NA	Present	0.004991322984642872	0.9950086770153571	False Positive	GB132 TransVMedOrder	Is a pragmatically unmarked constituent order verb-medial for transitive clauses?
GB132	261	83	178	0.31800766283524906	83	Proto-Oceanic	1	NA	NA	NA	NA	NA	NA	Present	2.1141198552716316e-8	0.9999999788588014	True Positive	GB132 TransVMedOrder	Is a pragmatically unmarked constituent order verb-medial for transitive clauses?
GB132	261	83	178	0.31800766283524906	83	Proto-Polynesian	0	NA	NA	NA	NA	NA	NA	Present	0.05338800026092801	0.9466119997390721	False Positive	GB132 TransVMedOrder	Is a pragmatically unmarked constituent order verb-medial for transitive clauses?
GB132	261	83	178	0.31800766283524906	83	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9311619592316935	0.06883804076830645	NA	GB132 TransVMedOrder	Is a pragmatically unmarked constituent order verb-medial for transitive clauses?
GB133	263	226	37	0.14068441064638784	37	Proto-Central Pacific	0	NA	NA	NA	NA	NA	NA	Absent	0.99999279921238	7.200787620020189e-6	True Negative	GB133 TransVFinalOrder	Is a pragmatically unmarked constituent order verb-final for transitive clauses?
GB133	263	226	37	0.14068441064638784	37	Proto-Oceanic	1	NA	NA	NA	NA	NA	NA	Absent	0.9999999999966935	3.3064744779458954e-12	False Negative	GB133 TransVFinalOrder	Is a pragmatically unmarked constituent order verb-final for transitive clauses?
GB133	263	226	37	0.14068441064638784	37	Proto-Polynesian	0	NA	NA	NA	NA	NA	NA	Absent	0.9998868941696625	1.1310583033752031e-4	True Negative	GB133 TransVFinalOrder	Is a pragmatically unmarked constituent order verb-final for transitive clauses?
GB133	263	226	37	0.14068441064638784	37	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9998928733380907	1.0712666190923213e-4	NA	GB133 TransVFinalOrder	Is a pragmatically unmarked constituent order verb-final for transitive clauses?
GB134	214	8	206	0.037383177570093455	8	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Present	0.02788728876626461	0.9721127112337353	NA	GB134 MainSubSameOrder	Is the order of constituents the same in main and subordinate clauses?
GB134	214	8	206	0.037383177570093455	8	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Present	0.028445790996383665	0.9715542090036162	NA	GB134 MainSubSameOrder	Is the order of constituents the same in main and subordinate clauses?
GB134	214	8	206	0.037383177570093455	8	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Present	0.06035381595289456	0.9396461840471054	NA	GB134 MainSubSameOrder	Is the order of constituents the same in main and subordinate clauses?
GB134	214	8	206	0.037383177570093455	8	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Present	0.030914942840969198	0.9690850571590309	NA	GB134 MainSubSameOrder	Is the order of constituents the same in main and subordinate clauses?
GB135	192	12	180	0.0625	12	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Present	0.0011270540444596627	0.9988729459555403	NA	GB135 SUBClauseInOPosition	Do clausal objects usually occur in the same position as nominal objects?
GB135	192	12	180	0.0625	12	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Present	0.0010127134861911858	0.9989872865138089	NA	GB135 SUBClauseInOPosition	Do clausal objects usually occur in the same position as nominal objects?
GB135	192	12	180	0.0625	12	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Present	0.0032207975279840754	0.9967792024720159	NA	GB135 SUBClauseInOPosition	Do clausal objects usually occur in the same position as nominal objects?
GB135	192	12	180	0.0625	12	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Present	0.0027178856949290828	0.997282114305071	NA	GB135 SUBClauseInOPosition	Do clausal objects usually occur in the same position as nominal objects?
GB136	231	58	173	0.2510822510822511	58	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Absent	0.9593544001671405	0.040645599832859515	NA	GB136 WordOrderFixed	Is the order of core argument (i.e. S/A/P) constituents fixed?
GB136	231	58	173	0.2510822510822511	58	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	0.9495742466637975	0.05042575333620241	NA	GB136 WordOrderFixed	Is the order of core argument (i.e. S/A/P) constituents fixed?
GB136	231	58	173	0.2510822510822511	58	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.8633289152146056	0.1366710847853944	NA	GB136 WordOrderFixed	Is the order of core argument (i.e. S/A/P) constituents fixed?
GB136	231	58	173	0.2510822510822511	58	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Present	0.18862620347811493	0.811373796521885	NA	GB136 WordOrderFixed	Is the order of core argument (i.e. S/A/P) constituents fixed?
GB137	254	180	74	0.29133858267716534	74	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Absent	0.9901137091626099	0.009886290837390089	NA	GB137 NEGFinal	Can standard negation be marked clause-finally?
GB137	254	180	74	0.29133858267716534	74	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	0.9990884219626204	9.115780373795405e-4	NA	GB137 NEGFinal	Can standard negation be marked clause-finally?
GB137	254	180	74	0.29133858267716534	74	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9967424997239434	0.003257500276056731	NA	GB137 NEGFinal	Can standard negation be marked clause-finally?
GB137	254	180	74	0.29133858267716534	74	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9970750600007845	0.0029249399992154392	NA	GB137 NEGFinal	Can standard negation be marked clause-finally?
GB138	256	161	95	0.37109375	95	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Half	0.43041538804054097	0.569584611959459	NA	GB138 NEGInitial	Can standard negation be marked clause-initially?
GB138	256	161	95	0.37109375	95	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	0.8779017234528181	0.12209827654718183	NA	GB138 NEGInitial	Can standard negation be marked clause-initially?
GB138	256	161	95	0.37109375	95	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Half	0.43215176170953873	0.5678482382904613	NA	GB138 NEGInitial	Can standard negation be marked clause-initially?
GB138	256	161	95	0.37109375	95	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Present	0.06267846450352262	0.9373215354964773	NA	GB138 NEGInitial	Can standard negation be marked clause-initially?
GB139	232	63	169	0.27155172413793105	63	Proto-Polynesian	1	NA	NA	NA	NA	NA	NA	Present	0.020859472065595103	0.9791405279344049	True Positive	GB139 NEGProhibitive	Is there a difference between imperative (prohibitive) and declarative negation constructions?
GB139	232	63	169	0.27155172413793105	63	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Present	0.024621236724341012	0.975378763275659	NA	GB139 NEGProhibitive	Is there a difference between imperative (prohibitive) and declarative negation constructions?
GB139	232	63	169	0.27155172413793105	63	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Present	0.007563989547122102	0.9924360104528779	NA	GB139 NEGProhibitive	Is there a difference between imperative (prohibitive) and declarative negation constructions?
GB139	232	63	169	0.27155172413793105	63	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Present	0.3945725612162268	0.6054274387837731	NA	GB139 NEGProhibitive	Is there a difference between imperative (prohibitive) and declarative negation constructions?
GB140	180	90	90	0.5	90	Proto-Eastern Polynesian	0	NA	NA	NA	NA	NA	NA	Absent	0.9076027223294221	0.09239727767057786	True Negative	GB140 SameNEGLocExistNom	Is verbal predication marked by the same negator as all of the following types of predication: locational, existential and nominal?
GB140	180	90	90	0.5	90	Proto-Oceanic	0	NA	NA	NA	NA	NA	NA	Half	0.4626743264986187	0.5373256735013814	Half	GB140 SameNEGLocExistNom	Is verbal predication marked by the same negator as all of the following types of predication: locational, existential and nominal?
GB140	180	90	90	0.5	90	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	0.7539272449867043	0.24607275501329584	NA	GB140 SameNEGLocExistNom	Is verbal predication marked by the same negator as all of the following types of predication: locational, existential and nominal?
GB140	180	90	90	0.5	90	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Present	0.3620847789991626	0.6379152210008374	NA	GB140 SameNEGLocExistNom	Is verbal predication marked by the same negator as all of the following types of predication: locational, existential and nominal?
GB146	149	107	42	0.28187919463087246	42	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Absent	0.8474707532024621	0.152529246797538	NA	GB146 VControl	Is there a morpho-syntactic distinction between predicates expressing controlled versus uncontrolled events or states?
GB146	149	107	42	0.28187919463087246	42	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	0.8727049956782836	0.1272950043217164	NA	GB146 VControl	Is there a morpho-syntactic distinction between predicates expressing controlled versus uncontrolled events or states?
GB146	149	107	42	0.28187919463087246	42	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9383098658116129	0.061690134188387064	NA	GB146 VControl	Is there a morpho-syntactic distinction between predicates expressing controlled versus uncontrolled events or states?
GB146	149	107	42	0.28187919463087246	42	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.8271193744602392	0.17288062553976072	NA	GB146 VControl	Is there a morpho-syntactic distinction between predicates expressing controlled versus uncontrolled events or states?
GB147	204	152	52	0.2549019607843137	52	Proto-Eastern Polynesian	1	NA	NA	NA	NA	NA	NA	Present	0.20077753990057434	0.7992224600994257	True Positive	GB147 PassiveBoundV	Is there a morphological passive marked on the lexical verb?
GB147	204	152	52	0.2549019607843137	52	Proto-Oceanic	0	NA	NA	NA	NA	NA	NA	Absent	0.985405104362436	0.014594895637564038	True Negative	GB147 PassiveBoundV	Is there a morphological passive marked on the lexical verb?
GB147	204	152	52	0.2549019607843137	52	Proto-Polynesian	1	NA	NA	NA	NA	NA	NA	Absent	0.893044426727119	0.10695557327288097	False Negative	GB147 PassiveBoundV	Is there a morphological passive marked on the lexical verb?
GB147	204	152	52	0.2549019607843137	52	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	0.6659469943031489	0.33405300569685115	NA	GB147 PassiveBoundV	Is there a morphological passive marked on the lexical verb?
GB148	187	163	24	0.12834224598930483	24	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Absent	0.9534421144855215	0.04655788551447846	NA	GB148 AntipassiveBoundV	Is there a morphological antipassive marked on the lexical verb?
GB148	187	163	24	0.12834224598930483	24	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Half	0.4171271285433508	0.5828728714566491	NA	GB148 AntipassiveBoundV	Is there a morphological antipassive marked on the lexical verb?
GB148	187	163	24	0.12834224598930483	24	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9943786450922822	0.005621354907717856	NA	GB148 AntipassiveBoundV	Is there a morphological antipassive marked on the lexical verb?
GB148	187	163	24	0.12834224598930483	24	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9778716382077911	0.022128361792208784	NA	GB148 AntipassiveBoundV	Is there a morphological antipassive marked on the lexical verb?
GB149	223	223	0	0	0	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GB149 InverseBoundV	Is there a morphologically marked inverse on verbs?
GB149	223	223	0	0	0	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GB149 InverseBoundV	Is there a morphologically marked inverse on verbs?
GB149	223	223	0	0	0	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GB149 InverseBoundV	Is there a morphologically marked inverse on verbs?
GB149	223	223	0	0	0	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GB149 InverseBoundV	Is there a morphologically marked inverse on verbs?
GB150	169	145	24	0.14201183431952663	24	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Absent	0.9448501435566968	0.055149856443303134	NA	GB150 ClauseChain	Is there clause chaining?
GB150	169	145	24	0.14201183431952663	24	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	0.9171214438161452	0.08287855618385477	NA	GB150 ClauseChain	Is there clause chaining?
GB150	169	145	24	0.14201183431952663	24	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9057886987814459	0.09421130121855419	NA	GB150 ClauseChain	Is there clause chaining?
GB150	169	145	24	0.14201183431952663	24	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9259277979505203	0.07407220204947973	NA	GB150 ClauseChain	Is there clause chaining?
GB151	219	205	14	0.0639269406392694	14	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Absent	0.9996950522743921	3.0494772560779967e-4	NA	GB151 SwitchReference	Is there an overt verb marker dedicated to signalling coreference or noncoreference between the subject of one clause and an argument of an adjacent clause (""""""""""""""""switch reference"""""""""""""""")?
GB151	219	205	14	0.0639269406392694	14	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	0.9984588419714324	0.001541158028567564	NA	GB151 SwitchReference	Is there an overt verb marker dedicated to signalling coreference or noncoreference between the subject of one clause and an argument of an adjacent clause (""""""""""""""""switch reference"""""""""""""""")?
GB151	219	205	14	0.0639269406392694	14	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9957274448691957	0.004272555130804178	NA	GB151 SwitchReference	Is there an overt verb marker dedicated to signalling coreference or noncoreference between the subject of one clause and an argument of an adjacent clause (""""""""""""""""switch reference"""""""""""""""")?
GB151	219	205	14	0.0639269406392694	14	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9954962618737991	0.0045037381262007965	NA	GB151 SwitchReference	Is there an overt verb marker dedicated to signalling coreference or noncoreference between the subject of one clause and an argument of an adjacent clause (""""""""""""""""switch reference"""""""""""""""")?
GB152	212	179	33	0.15566037735849056	33	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Absent	0.9054249442537258	0.0945750557462743	NA	GB152 SimulSeqBound	Is there a morphologically marked distinction between simultaneous and sequential clauses?
GB152	212	179	33	0.15566037735849056	33	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	0.8904223407621241	0.10957765923787581	NA	GB152 SimulSeqBound	Is there a morphologically marked distinction between simultaneous and sequential clauses?
